side,firstblood,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,firstdragon,firstherald,firsttower,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,firstbaron,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,result
0,1.0,1782.0,363.0,-11.0,4.0,7.0,0.0,1.0,1.0,1.0,6843.0,5220.0,6.0,12.0,22.0,0.0,10880.0,10342.0,67.0,23.0,46.0,3.0,1.0,9299.0,9139.0,34.0,25.0,50.0,4.0,1
1,1.0,496.0,267.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,-499.0,-1046.0,1.0,3.0,5.0,3.0,166.0,4.0,-1.0,9.0,17.0,9.0,1.0,-44.0,599.0,-8.0,9.0,17.0,9.0,1
0,0.0,-496.0,-267.0,-6.0,0.0,0.0,1.0,1.0,0.0,0.0,499.0,1046.0,-1.0,3.0,6.0,3.0,-166.0,-4.0,1.0,9.0,21.0,9.0,0.0,44.0,-599.0,8.0,9.0,21.0,9.0,0
1,1.0,-669.0,-44.0,44.0,1.0,2.0,4.0,0.0,0.0,0.0,-597.0,-341.0,45.0,1.0,2.0,4.0,-2371.0,-912.0,13.0,1.0,2.0,6.0,0.0,-1593.0,-6298.0,22.0,3.0,8.0,9.0,0
0,0.0,669.0,44.0,-44.0,4.0,4.0,1.0,1.0,1.0,1.0,597.0,341.0,-45.0,4.0,4.0,1.0,2371.0,912.0,-13.0,6.0,9.0,1.0,1.0,1593.0,6298.0,-22.0,9.0,19.0,3.0,1
1,1.0,-93.0,-307.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,-114.0,23.0,-11.0,8.0,13.0,7.0,921.0,3154.0,3.0,11.0,16.0,8.0,1.0,-418.0,4348.0,-15.0,15.0,19.0,14.0,1
0,0.0,93.0,307.0,-4.0,3.0,2.0,4.0,0.0,0.0,0.0,114.0,-23.0,11.0,7.0,11.0,8.0,-921.0,-3154.0,-3.0,8.0,14.0,11.0,0.0,418.0,-4348.0,15.0,14.0,30.0,15.0,0
1,0.0,-81.0,143.0,20.0,4.0,3.0,5.0,1.0,0.0,0.0,1145.0,2664.0,62.0,7.0,4.0,6.0,-1756.0,-2558.0,28.0,9.0,10.0,10.0,0.0,-8540.0,-8939.0,38.0,9.0,10.0,18.0,0
0,1.0,81.0,-143.0,-20.0,5.0,10.0,4.0,0.0,1.0,1.0,-1145.0,-2664.0,-62.0,6.0,12.0,7.0,1756.0,2558.0,-28.0,10.0,23.0,9.0,1.0,8540.0,8939.0,-38.0,18.0,40.0,9.0,1
1,0.0,574.0,169.0,9.0,5.0,9.0,4.0,1.0,1.0,1.0,702.0,387.0,19.0,5.0,9.0,4.0,3717.0,2114.0,37.0,9.0,15.0,7.0,0.0,5085.0,6269.0,42.0,13.0,26.0,10.0,1
0,1.0,-574.0,-169.0,-9.0,4.0,3.0,5.0,0.0,0.0,0.0,-702.0,-387.0,-19.0,4.0,3.0,5.0,-3717.0,-2114.0,-37.0,7.0,14.0,9.0,0.0,-5085.0,-6269.0,-42.0,10.0,18.0,13.0,0
1,1.0,1217.0,768.0,12.0,3.0,2.0,1.0,0.0,1.0,1.0,3667.0,2911.0,38.0,9.0,14.0,3.0,5323.0,4901.0,28.0,12.0,21.0,4.0,0.0,11930.0,15069.0,87.0,19.0,35.0,4.0,1
0,0.0,-1217.0,-768.0,-12.0,1.0,1.0,3.0,1.0,0.0,0.0,-3667.0,-2911.0,-38.0,3.0,5.0,9.0,-5323.0,-4901.0,-28.0,4.0,7.0,12.0,0.0,-11930.0,-15069.0,-87.0,4.0,7.0,19.0,0
1,0.0,-1509.0,-201.0,-11.0,4.0,1.0,5.0,0.0,1.0,0.0,-3464.0,-285.0,-25.0,4.0,1.0,7.0,-6401.0,-3913.0,-36.0,4.0,1.0,14.0,0.0,-11851.0,-9247.0,-75.0,6.0,6.0,22.0,0
0,1.0,1509.0,201.0,11.0,5.0,7.0,4.0,1.0,0.0,1.0,3464.0,285.0,25.0,7.0,10.0,4.0,6401.0,3913.0,36.0,14.0,30.0,4.0,0.0,11851.0,9247.0,75.0,22.0,49.0,6.0,1
1,0.0,2452.0,2990.0,70.0,4.0,4.0,2.0,1.0,1.0,1.0,5715.0,5294.0,107.0,8.0,15.0,2.0,6140.0,2862.0,119.0,11.0,21.0,6.0,1.0,5093.0,-681.0,112.0,14.0,27.0,10.0,1
0,1.0,-2452.0,-2990.0,-70.0,2.0,3.0,4.0,0.0,0.0,0.0,-5715.0,-5294.0,-107.0,2.0,3.0,8.0,-6140.0,-2862.0,-119.0,6.0,14.0,11.0,0.0,-5093.0,681.0,-112.0,10.0,24.0,14.0,0
1,0.0,728.0,-459.0,39.0,3.0,3.0,3.0,0.0,1.0,1.0,3148.0,2728.0,72.0,11.0,14.0,7.0,4594.0,3739.0,50.0,16.0,25.0,10.0,0.0,6623.0,10301.0,53.0,22.0,36.0,13.0,0
0,1.0,-728.0,459.0,-39.0,3.0,3.0,3.0,1.0,0.0,0.0,-3148.0,-2728.0,-72.0,7.0,16.0,11.0,-4594.0,-3739.0,-50.0,10.0,22.0,16.0,1.0,-6623.0,-10301.0,-53.0,13.0,29.0,22.0,1
1,1.0,795.0,-336.0,-25.0,3.0,5.0,0.0,0.0,0.0,1.0,356.0,-234.0,-32.0,3.0,5.0,0.0,-3018.0,-4395.0,-73.0,7.0,13.0,8.0,0.0,-9449.0,-11483.0,-93.0,7.0,13.0,15.0,0
0,0.0,-795.0,336.0,25.0,0.0,0.0,3.0,1.0,1.0,0.0,-356.0,234.0,32.0,0.0,0.0,3.0,3018.0,4395.0,73.0,8.0,14.0,7.0,1.0,9449.0,11483.0,93.0,15.0,26.0,7.0,1
1,0.0,-672.0,-887.0,-14.0,0.0,0.0,0.0,1.0,0.0,0.0,-3574.0,-2981.0,-24.0,2.0,5.0,8.0,-8179.0,-6146.0,-80.0,4.0,9.0,13.0,0.0,-5391.0,-4694.0,-77.0,7.0,21.0,13.0,0
0,1.0,672.0,887.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,3574.0,2981.0,24.0,8.0,24.0,2.0,8179.0,6146.0,80.0,13.0,36.0,4.0,1.0,5391.0,4694.0,77.0,13.0,36.0,7.0,1
1,0.0,-650.0,1254.0,23.0,0.0,0.0,3.0,1.0,1.0,1.0,1212.0,944.0,14.0,4.0,5.0,5.0,1500.0,145.0,17.0,6.0,10.0,7.0,1.0,4117.0,7437.0,60.0,14.0,31.0,10.0,1
0,1.0,650.0,-1254.0,-23.0,3.0,3.0,0.0,0.0,0.0,0.0,-1212.0,-944.0,-14.0,5.0,6.0,4.0,-1500.0,-145.0,-17.0,7.0,13.0,6.0,0.0,-4117.0,-7437.0,-60.0,10.0,22.0,14.0,0
1,0.0,44.0,621.0,30.0,2.0,1.0,2.0,1.0,0.0,0.0,-1652.0,267.0,31.0,3.0,3.0,5.0,-2650.0,-605.0,47.0,4.0,4.0,9.0,1.0,-7384.0,-9652.0,36.0,5.0,5.0,16.0,1
0,1.0,-44.0,-621.0,-30.0,2.0,1.0,2.0,0.0,1.0,1.0,1652.0,-267.0,-31.0,5.0,6.0,3.0,2650.0,605.0,-47.0,9.0,16.0,4.0,0.0,7384.0,9652.0,-36.0,16.0,26.0,5.0,0
1,1.0,-1030.0,-813.0,-40.0,3.0,8.0,2.0,1.0,1.0,1.0,525.0,1111.0,-19.0,6.0,15.0,3.0,477.0,-1488.0,-65.0,8.0,18.0,3.0,0.0,338.0,-758.0,-92.0,9.0,21.0,4.0,0
0,0.0,1030.0,813.0,40.0,2.0,2.0,3.0,0.0,0.0,0.0,-525.0,-1111.0,19.0,3.0,5.0,6.0,-477.0,1488.0,65.0,3.0,5.0,8.0,1.0,-338.0,758.0,92.0,4.0,6.0,9.0,1
1,0.0,376.0,-806.0,2.0,6.0,10.0,5.0,1.0,1.0,0.0,-1817.0,-2373.0,12.0,8.0,12.0,11.0,-662.0,-1174.0,29.0,10.0,17.0,13.0,0.0,-15.0,-5484.0,19.0,14.0,31.0,17.0,0
0,1.0,-376.0,806.0,-2.0,5.0,7.0,6.0,0.0,0.0,1.0,1817.0,2373.0,-12.0,11.0,16.0,8.0,662.0,1174.0,-29.0,13.0,20.0,10.0,1.0,15.0,5484.0,-19.0,17.0,27.0,14.0,1
1,0.0,-339.0,-1136.0,13.0,1.0,1.0,3.0,0.0,1.0,1.0,811.0,919.0,32.0,6.0,14.0,7.0,3877.0,3316.0,24.0,10.0,29.0,8.0,1.0,3527.0,8222.0,19.0,10.0,29.0,9.0,1
0,1.0,339.0,1136.0,-13.0,3.0,1.0,1.0,1.0,0.0,0.0,-811.0,-919.0,-32.0,7.0,11.0,6.0,-3877.0,-3316.0,-24.0,8.0,14.0,10.0,0.0,-3527.0,-8222.0,-19.0,9.0,17.0,10.0,0
1,0.0,322.0,-642.0,-18.0,4.0,9.0,2.0,1.0,1.0,0.0,-672.0,-1307.0,-19.0,4.0,9.0,3.0,712.0,-238.0,-20.0,6.0,16.0,3.0,0.0,1382.0,153.0,3.0,9.0,20.0,4.0,0
0,1.0,-322.0,642.0,18.0,2.0,4.0,4.0,0.0,0.0,1.0,672.0,1307.0,19.0,3.0,4.0,4.0,-712.0,238.0,20.0,3.0,4.0,6.0,1.0,-1382.0,-153.0,-3.0,4.0,7.0,9.0,1
1,1.0,801.0,500.0,-26.0,6.0,7.0,3.0,0.0,0.0,0.0,-1992.0,-1541.0,-59.0,8.0,11.0,7.0,-6774.0,-8240.0,-113.0,9.0,13.0,12.0,0.0,-6970.0,-10412.0,-97.0,16.0,26.0,21.0,0
0,0.0,-801.0,-500.0,26.0,3.0,3.0,6.0,1.0,1.0,1.0,1992.0,1541.0,59.0,7.0,8.0,8.0,6774.0,8240.0,113.0,12.0,15.0,9.0,0.0,6970.0,10412.0,97.0,21.0,36.0,16.0,1
1,0.0,546.0,142.0,25.0,1.0,1.0,1.0,0.0,0.0,1.0,-386.0,-897.0,-6.0,3.0,4.0,4.0,-3066.0,-2840.0,-21.0,7.0,13.0,12.0,1.0,-3871.0,-3357.0,-34.0,9.0,17.0,13.0,0
0,1.0,-546.0,-142.0,-25.0,1.0,1.0,1.0,1.0,1.0,0.0,386.0,897.0,6.0,4.0,7.0,3.0,3066.0,2840.0,21.0,12.0,27.0,7.0,0.0,3871.0,3357.0,34.0,13.0,30.0,9.0,1
1,1.0,832.0,853.0,3.0,7.0,8.0,5.0,0.0,1.0,1.0,3538.0,1699.0,50.0,7.0,8.0,6.0,8588.0,6072.0,80.0,13.0,20.0,8.0,0.0,10808.0,9757.0,84.0,23.0,40.0,15.0,1
0,0.0,-832.0,-853.0,-3.0,5.0,7.0,7.0,1.0,0.0,0.0,-3538.0,-1699.0,-50.0,6.0,9.0,7.0,-8588.0,-6072.0,-80.0,8.0,15.0,13.0,0.0,-10808.0,-9757.0,-84.0,15.0,32.0,23.0,0
1,1.0,-2165.0,-564.0,-25.0,4.0,4.0,9.0,0.0,0.0,0.0,-4816.0,-2796.0,-62.0,5.0,5.0,13.0,-7806.0,-4757.0,-80.0,6.0,6.0,16.0,0.0,,,,,,,0
0,0.0,2165.0,564.0,25.0,9.0,9.0,4.0,1.0,1.0,1.0,4816.0,2796.0,62.0,13.0,12.0,5.0,7806.0,4757.0,80.0,16.0,21.0,6.0,0.0,,,,,,,1
1,0.0,1669.0,445.0,16.0,4.0,5.0,2.0,0.0,0.0,1.0,1045.0,-1166.0,-1.0,10.0,20.0,10.0,-1275.0,-5198.0,-26.0,12.0,24.0,17.0,1.0,13.0,-1018.0,-29.0,18.0,44.0,20.0,1
0,1.0,-1669.0,-445.0,-16.0,2.0,2.0,4.0,1.0,1.0,0.0,-1045.0,1166.0,1.0,10.0,19.0,10.0,1275.0,5198.0,26.0,17.0,40.0,12.0,0.0,-13.0,1018.0,29.0,20.0,45.0,18.0,0
1,0.0,239.0,759.0,35.0,1.0,3.0,2.0,0.0,0.0,1.0,1785.0,971.0,34.0,4.0,10.0,4.0,3991.0,4318.0,46.0,8.0,19.0,5.0,0.0,2738.0,4165.0,58.0,9.0,20.0,8.0,1
0,1.0,-239.0,-759.0,-35.0,2.0,4.0,1.0,1.0,1.0,0.0,-1785.0,-971.0,-34.0,4.0,10.0,4.0,-3991.0,-4318.0,-46.0,5.0,12.0,8.0,1.0,-2738.0,-4165.0,-58.0,8.0,22.0,9.0,0
1,1.0,1760.0,597.0,-2.0,5.0,3.0,2.0,1.0,1.0,1.0,2648.0,756.0,24.0,5.0,3.0,4.0,4213.0,1558.0,49.0,6.0,5.0,5.0,1.0,5459.0,2187.0,86.0,6.0,5.0,6.0,1
0,0.0,-1760.0,-597.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,-2648.0,-756.0,-24.0,4.0,7.0,5.0,-4213.0,-1558.0,-49.0,5.0,9.0,6.0,0.0,-5459.0,-2187.0,-86.0,6.0,12.0,6.0,0
1,0.0,303.0,-711.0,-4.0,3.0,3.0,2.0,0.0,1.0,1.0,3185.0,2244.0,19.0,8.0,11.0,3.0,2351.0,2543.0,30.0,9.0,11.0,5.0,1.0,1062.0,6561.0,-12.0,10.0,13.0,6.0,1
0,1.0,-303.0,711.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0,-3185.0,-2244.0,-19.0,3.0,3.0,8.0,-2351.0,-2543.0,-30.0,5.0,8.0,9.0,0.0,-1062.0,-6561.0,12.0,6.0,10.0,10.0,0
1,1.0,466.0,502.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,684.0,261.0,14.0,3.0,3.0,2.0,929.0,-1739.0,13.0,4.0,5.0,4.0,0.0,-4513.0,-8331.0,-18.0,4.0,5.0,10.0,0
0,0.0,-466.0,-502.0,-13.0,0.0,0.0,1.0,0.0,0.0,0.0,-684.0,-261.0,-14.0,2.0,4.0,3.0,-929.0,1739.0,-13.0,4.0,9.0,4.0,1.0,4513.0,8331.0,18.0,10.0,16.0,4.0,1
1,0.0,-378.0,670.0,44.0,0.0,0.0,3.0,1.0,0.0,0.0,-1703.0,-566.0,40.0,0.0,0.0,5.0,-1931.0,103.0,46.0,1.0,2.0,7.0,0.0,-4101.0,-6975.0,19.0,1.0,2.0,9.0,0
0,1.0,378.0,-670.0,-44.0,3.0,8.0,0.0,0.0,1.0,1.0,1703.0,566.0,-40.0,5.0,12.0,0.0,1931.0,-103.0,-46.0,7.0,18.0,1.0,1.0,4101.0,6975.0,-19.0,9.0,24.0,1.0,1
1,1.0,149.0,-26.0,10.0,1.0,2.0,1.0,0.0,1.0,0.0,-2712.0,-1551.0,-17.0,1.0,2.0,4.0,-2254.0,-192.0,-39.0,6.0,13.0,9.0,0.0,-8196.0,-7733.0,-88.0,7.0,17.0,19.0,0
0,0.0,-149.0,26.0,-10.0,1.0,0.0,2.0,1.0,0.0,1.0,2712.0,1551.0,17.0,4.0,11.0,2.0,2254.0,192.0,39.0,9.0,27.0,7.0,1.0,8196.0,7733.0,88.0,19.0,57.0,8.0,1
1,0.0,-263.0,21.0,19.0,2.0,1.0,4.0,0.0,1.0,1.0,-1102.0,-1830.0,27.0,7.0,9.0,13.0,-405.0,-3158.0,32.0,11.0,14.0,19.0,0.0,-4522.0,-4140.0,-1.0,12.0,17.0,25.0,0
0,1.0,263.0,-21.0,-19.0,4.0,4.0,2.0,1.0,0.0,0.0,1102.0,1830.0,-27.0,13.0,16.0,7.0,405.0,3158.0,-32.0,19.0,28.0,11.0,1.0,4522.0,4140.0,1.0,25.0,43.0,12.0,1
1,1.0,185.0,189.0,-32.0,3.0,4.0,1.0,1.0,1.0,1.0,162.0,83.0,-34.0,3.0,4.0,1.0,3565.0,2935.0,-34.0,10.0,18.0,2.0,1.0,9687.0,11227.0,42.0,15.0,30.0,3.0,1
0,0.0,-185.0,-189.0,32.0,1.0,2.0,3.0,0.0,0.0,0.0,-162.0,-83.0,34.0,1.0,2.0,3.0,-3565.0,-2935.0,34.0,2.0,5.0,10.0,0.0,-9687.0,-11227.0,-42.0,3.0,6.0,15.0,0
1,0.0,265.0,105.0,34.0,0.0,0.0,1.0,1.0,1.0,1.0,2553.0,1709.0,59.0,3.0,8.0,1.0,7644.0,8246.0,104.0,8.0,19.0,1.0,0.0,9190.0,12577.0,137.0,11.0,24.0,2.0,1
0,1.0,-265.0,-105.0,-34.0,1.0,1.0,0.0,0.0,0.0,0.0,-2553.0,-1709.0,-59.0,1.0,1.0,3.0,-7644.0,-8246.0,-104.0,1.0,1.0,8.0,0.0,-9190.0,-12577.0,-137.0,2.0,3.0,11.0,0
1,1.0,804.0,245.0,-3.0,3.0,4.0,1.0,1.0,1.0,1.0,448.0,-27.0,-1.0,4.0,6.0,4.0,1128.0,2142.0,48.0,8.0,12.0,7.0,0.0,-746.0,-5024.0,18.0,9.0,12.0,11.0,0
0,0.0,-804.0,-245.0,3.0,1.0,1.0,3.0,0.0,0.0,0.0,-448.0,27.0,1.0,4.0,8.0,4.0,-1128.0,-2142.0,-48.0,7.0,16.0,8.0,1.0,746.0,5024.0,-18.0,11.0,25.0,9.0,1
1,0.0,-283.0,35.0,40.0,3.0,4.0,5.0,0.0,1.0,0.0,-2168.0,38.0,48.0,5.0,9.0,9.0,15.0,2124.0,37.0,10.0,24.0,11.0,1.0,893.0,6254.0,1.0,14.0,35.0,12.0,1
0,1.0,283.0,-35.0,-40.0,5.0,7.0,3.0,1.0,0.0,1.0,2168.0,-38.0,-48.0,9.0,14.0,5.0,-15.0,-2124.0,-37.0,11.0,18.0,10.0,0.0,-893.0,-6254.0,-1.0,12.0,20.0,14.0,0
1,1.0,-1495.0,-1359.0,-25.0,1.0,1.0,1.0,1.0,0.0,0.0,-5368.0,-3797.0,-51.0,1.0,1.0,4.0,-5601.0,-3256.0,-35.0,5.0,11.0,9.0,0.0,-7053.0,-4858.0,-34.0,8.0,16.0,15.0,0
0,0.0,1495.0,1359.0,25.0,1.0,0.0,1.0,0.0,1.0,1.0,5368.0,3797.0,51.0,4.0,7.0,1.0,5601.0,3256.0,35.0,9.0,18.0,5.0,1.0,7053.0,4858.0,34.0,15.0,30.0,8.0,1
1,0.0,-825.0,-167.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,-1366.0,-1694.0,-18.0,0.0,0.0,3.0,-5085.0,-4502.0,-44.0,1.0,1.0,9.0,0.0,-8320.0,-9942.0,-56.0,2.0,5.0,14.0,0
0,1.0,825.0,167.0,-1.0,1.0,2.0,0.0,0.0,1.0,0.0,1366.0,1694.0,18.0,3.0,6.0,0.0,5085.0,4502.0,44.0,9.0,21.0,1.0,1.0,8320.0,9942.0,56.0,14.0,33.0,2.0,1
1,1.0,890.0,28.0,-18.0,3.0,6.0,1.0,0.0,1.0,0.0,3391.0,782.0,-24.0,9.0,24.0,2.0,7036.0,1539.0,9.0,12.0,31.0,5.0,1.0,9500.0,6157.0,-13.0,16.0,37.0,5.0,1
0,0.0,-890.0,-28.0,18.0,1.0,2.0,3.0,1.0,0.0,1.0,-3391.0,-782.0,24.0,2.0,4.0,9.0,-7036.0,-1539.0,-9.0,5.0,11.0,12.0,0.0,-9500.0,-6157.0,13.0,5.0,11.0,16.0,0
1,0.0,-1680.0,-1006.0,-37.0,1.0,1.0,3.0,1.0,0.0,0.0,-2695.0,-1820.0,-45.0,1.0,1.0,5.0,1300.0,2326.0,-32.0,8.0,20.0,6.0,1.0,1622.0,3326.0,-43.0,9.0,23.0,7.0,0
0,1.0,1680.0,1006.0,37.0,3.0,7.0,1.0,0.0,1.0,1.0,2695.0,1820.0,45.0,5.0,12.0,1.0,-1300.0,-2326.0,32.0,6.0,15.0,8.0,0.0,-1622.0,-3326.0,43.0,7.0,18.0,9.0,1
1,1.0,2925.0,2781.0,43.0,4.0,4.0,1.0,0.0,0.0,1.0,4043.0,892.0,54.0,5.0,6.0,4.0,3562.0,1321.0,51.0,7.0,8.0,6.0,1.0,8330.0,9897.0,88.0,13.0,22.0,7.0,1
0,0.0,-2925.0,-2781.0,-43.0,1.0,2.0,4.0,1.0,1.0,0.0,-4043.0,-892.0,-54.0,4.0,3.0,5.0,-3562.0,-1321.0,-51.0,6.0,7.0,7.0,0.0,-8330.0,-9897.0,-88.0,7.0,7.0,13.0,0
1,0.0,-1820.0,-1424.0,-28.0,0.0,0.0,2.0,0.0,1.0,0.0,-4986.0,-3809.0,-33.0,0.0,0.0,5.0,-1021.0,-278.0,-18.0,5.0,16.0,7.0,0.0,-422.0,372.0,20.0,6.0,19.0,11.0,1
0,1.0,1820.0,1424.0,28.0,2.0,4.0,0.0,1.0,0.0,1.0,4986.0,3809.0,33.0,5.0,8.0,0.0,1021.0,278.0,18.0,7.0,12.0,5.0,0.0,422.0,-372.0,-20.0,11.0,21.0,6.0,0
1,1.0,-204.0,403.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,-1534.0,-617.0,-16.0,1.0,2.0,3.0,-372.0,-362.0,-4.0,2.0,4.0,3.0,0.0,-3978.0,-554.0,-33.0,3.0,7.0,8.0,0
0,0.0,204.0,-403.0,-1.0,1.0,3.0,1.0,1.0,1.0,0.0,1534.0,617.0,16.0,3.0,7.0,1.0,372.0,362.0,4.0,3.0,7.0,2.0,1.0,3978.0,554.0,33.0,8.0,19.0,3.0,1
1,0.0,544.0,562.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,587.0,782.0,49.0,1.0,1.0,2.0,-320.0,-1323.0,23.0,3.0,7.0,5.0,1.0,1308.0,-760.0,33.0,6.0,10.0,6.0,1
0,1.0,-544.0,-562.0,-28.0,1.0,1.0,1.0,0.0,0.0,0.0,-587.0,-782.0,-49.0,2.0,2.0,1.0,320.0,1323.0,-23.0,5.0,9.0,3.0,0.0,-1308.0,760.0,-33.0,6.0,11.0,6.0,0
1,1.0,693.0,227.0,14.0,1.0,2.0,0.0,0.0,1.0,1.0,699.0,-1083.0,-26.0,4.0,11.0,2.0,-2219.0,-3117.0,-56.0,6.0,16.0,7.0,0.0,-4322.0,-5437.0,-76.0,7.0,19.0,10.0,0
0,0.0,-693.0,-227.0,-14.0,0.0,0.0,1.0,1.0,0.0,0.0,-699.0,1083.0,26.0,2.0,4.0,4.0,2219.0,3117.0,56.0,7.0,14.0,6.0,1.0,4322.0,5437.0,76.0,10.0,24.0,7.0,1
1,0.0,-247.0,550.0,46.0,0.0,0.0,3.0,1.0,1.0,1.0,1328.0,775.0,38.0,2.0,5.0,3.0,596.0,-141.0,36.0,4.0,11.0,5.0,1.0,7797.0,8954.0,54.0,14.0,41.0,6.0,1
0,1.0,247.0,-550.0,-46.0,3.0,10.0,0.0,0.0,0.0,0.0,-1328.0,-775.0,-38.0,3.0,10.0,2.0,-596.0,141.0,-36.0,5.0,12.0,4.0,0.0,-7797.0,-8954.0,-54.0,6.0,16.0,14.0,0
1,1.0,777.0,146.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,526.0,515.0,5.0,2.0,3.0,1.0,1989.0,2076.0,-3.0,4.0,5.0,2.0,0.0,-381.0,1080.0,-24.0,8.0,16.0,9.0,1
0,0.0,-777.0,-146.0,-5.0,0.0,0.0,1.0,1.0,0.0,1.0,-526.0,-515.0,-5.0,1.0,2.0,2.0,-1989.0,-2076.0,3.0,2.0,5.0,4.0,1.0,381.0,-1080.0,24.0,9.0,23.0,8.0,0
1,1.0,128.0,-571.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,1740.0,207.0,-2.0,3.0,6.0,1.0,4313.0,1025.0,-15.0,8.0,21.0,2.0,1.0,9347.0,9680.0,21.0,15.0,42.0,2.0,1
0,0.0,-128.0,571.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,-1740.0,-207.0,2.0,1.0,2.0,3.0,-4313.0,-1025.0,15.0,2.0,5.0,8.0,0.0,-9347.0,-9680.0,-21.0,2.0,5.0,15.0,0
1,1.0,757.0,198.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,-783.0,-2353.0,-25.0,5.0,10.0,6.0,-915.0,-2520.0,-57.0,6.0,10.0,6.0,0.0,-1136.0,-2017.0,-50.0,9.0,18.0,10.0,0
0,0.0,-757.0,-198.0,-2.0,1.0,2.0,2.0,1.0,0.0,1.0,783.0,2353.0,25.0,6.0,11.0,5.0,915.0,2520.0,57.0,6.0,11.0,6.0,1.0,1136.0,2017.0,50.0,10.0,17.0,9.0,1
1,1.0,1457.0,1693.0,32.0,2.0,2.0,1.0,0.0,1.0,1.0,2156.0,1863.0,61.0,4.0,6.0,3.0,4653.0,3226.0,73.0,7.0,14.0,6.0,1.0,7483.0,9453.0,62.0,12.0,30.0,6.0,1
0,0.0,-1457.0,-1693.0,-32.0,1.0,1.0,2.0,1.0,0.0,0.0,-2156.0,-1863.0,-61.0,3.0,2.0,4.0,-4653.0,-3226.0,-73.0,6.0,12.0,7.0,0.0,-7483.0,-9453.0,-62.0,6.0,12.0,12.0,0
1,1.0,-317.0,535.0,23.0,1.0,1.0,2.0,0.0,1.0,0.0,-2374.0,-439.0,12.0,1.0,1.0,4.0,-1369.0,-219.0,-2.0,4.0,10.0,5.0,0.0,-1968.0,-1744.0,11.0,5.0,13.0,7.0,0
0,0.0,317.0,-535.0,-23.0,2.0,4.0,1.0,1.0,0.0,1.0,2374.0,439.0,-12.0,4.0,7.0,1.0,1369.0,219.0,2.0,5.0,10.0,4.0,0.0,1968.0,1744.0,-11.0,7.0,17.0,5.0,1
1,0.0,-1770.0,-236.0,-28.0,1.0,1.0,5.0,1.0,1.0,0.0,-940.0,953.0,-28.0,4.0,4.0,7.0,-1617.0,2018.0,-13.0,5.0,8.0,8.0,0.0,2518.0,1691.0,17.0,9.0,20.0,10.0,0
0,1.0,1770.0,236.0,28.0,5.0,6.0,1.0,0.0,0.0,1.0,940.0,-953.0,28.0,7.0,7.0,4.0,1617.0,-2018.0,13.0,8.0,7.0,5.0,1.0,-2518.0,-1691.0,-17.0,10.0,11.0,9.0,1
1,1.0,2536.0,1258.0,57.0,2.0,2.0,0.0,1.0,1.0,1.0,4035.0,2585.0,83.0,3.0,3.0,1.0,4077.0,3291.0,85.0,4.0,6.0,3.0,0.0,9340.0,13095.0,103.0,14.0,34.0,4.0,1
0,0.0,-2536.0,-1258.0,-57.0,0.0,0.0,2.0,0.0,0.0,0.0,-4035.0,-2585.0,-83.0,1.0,1.0,3.0,-4077.0,-3291.0,-85.0,3.0,4.0,4.0,0.0,-9340.0,-13095.0,-103.0,4.0,7.0,14.0,0
1,1.0,1124.0,1306.0,49.0,3.0,4.0,2.0,1.0,0.0,0.0,1342.0,760.0,14.0,7.0,14.0,4.0,1050.0,-341.0,21.0,8.0,16.0,6.0,1.0,-2103.0,-6018.0,30.0,8.0,16.0,11.0,1
0,0.0,-1124.0,-1306.0,-49.0,2.0,4.0,3.0,0.0,1.0,1.0,-1342.0,-760.0,-14.0,4.0,4.0,7.0,-1050.0,341.0,-21.0,6.0,10.0,8.0,0.0,2103.0,6018.0,-30.0,11.0,27.0,8.0,0
1,0.0,-1251.0,-246.0,-29.0,2.0,4.0,4.0,1.0,1.0,0.0,-4118.0,-1508.0,-49.0,4.0,9.0,11.0,-3990.0,-3705.0,-53.0,5.0,13.0,13.0,1.0,-5120.0,-3315.0,-73.0,9.0,26.0,17.0,0
0,1.0,1251.0,246.0,29.0,4.0,8.0,2.0,0.0,0.0,1.0,4118.0,1508.0,49.0,11.0,24.0,4.0,3990.0,3705.0,53.0,13.0,32.0,5.0,0.0,5120.0,3315.0,73.0,17.0,41.0,9.0,1
