side,firstblood,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,firstdragon,firstherald,firsttower,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,golddiffat20,xpdiffat20,csdiffat20,killsat20,assistsat20,deathsat20,firstbaron,golddiffat25,xpdiffat25,csdiffat25,killsat25,assistsat25,deathsat25,result
1,1.0,-1005.0,-902.0,-41.0,2.0,3.0,2.0,0.0,1.0,0.0,-4623.0,-3149.0,-66.0,2.0,3.0,6.0,-6696.0,-6818.0,-131.0,3.0,7.0,10.0,0.0,-13294.0,-11538.0,-157.0,3.0,7.0,17.0,0
0,0.0,1005.0,902.0,41.0,2.0,4.0,2.0,1.0,0.0,1.0,4623.0,3149.0,66.0,6.0,9.0,2.0,6696.0,6818.0,131.0,10.0,17.0,3.0,1.0,13294.0,11538.0,157.0,17.0,35.0,3.0,1
1,1.0,-510.0,1408.0,21.0,2.0,2.0,4.0,0.0,1.0,1.0,1402.0,2556.0,17.0,7.0,18.0,6.0,4859.0,3505.0,13.0,11.0,26.0,6.0,1.0,8585.0,5953.0,30.0,16.0,43.0,6.0,1
0,0.0,510.0,-1408.0,-21.0,4.0,5.0,2.0,1.0,0.0,0.0,-1402.0,-2556.0,-17.0,6.0,6.0,7.0,-4859.0,-3505.0,-13.0,6.0,6.0,11.0,0.0,-8585.0,-5953.0,-30.0,6.0,6.0,16.0,0
1,1.0,759.0,1288.0,-4.0,2.0,2.0,1.0,0.0,1.0,1.0,-406.0,847.0,-7.0,2.0,2.0,5.0,-224.0,782.0,-26.0,5.0,7.0,9.0,0.0,-3638.0,-4083.0,-67.0,7.0,9.0,15.0,0
0,0.0,-759.0,-1288.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,406.0,-847.0,7.0,5.0,10.0,2.0,224.0,-782.0,26.0,9.0,19.0,5.0,1.0,3638.0,4083.0,67.0,15.0,33.0,7.0,1
1,1.0,115.0,-1834.0,-27.0,2.0,6.0,0.0,1.0,1.0,0.0,-1163.0,-1278.0,-12.0,5.0,12.0,4.0,-2871.0,-4361.0,-27.0,5.0,12.0,5.0,1.0,-1849.0,-3016.0,-9.0,5.0,12.0,5.0,1
0,0.0,-115.0,1834.0,27.0,0.0,0.0,2.0,0.0,0.0,1.0,1163.0,1278.0,12.0,4.0,10.0,5.0,2871.0,4361.0,27.0,5.0,12.0,5.0,0.0,1849.0,3016.0,9.0,5.0,12.0,5.0,0
1,0.0,-1809.0,-1324.0,8.0,0.0,0.0,5.0,1.0,1.0,0.0,-2520.0,-1597.0,2.0,1.0,3.0,7.0,-2706.0,-1903.0,-3.0,2.0,6.0,8.0,1.0,-4218.0,-2370.0,-9.0,2.0,6.0,8.0,1
0,1.0,1809.0,1324.0,-8.0,5.0,5.0,0.0,0.0,0.0,1.0,2520.0,1597.0,-2.0,7.0,8.0,1.0,2706.0,1903.0,3.0,8.0,11.0,2.0,0.0,4218.0,2370.0,9.0,8.0,11.0,2.0,0
1,1.0,588.0,1403.0,41.0,1.0,2.0,2.0,0.0,1.0,1.0,140.0,187.0,37.0,4.0,9.0,6.0,1390.0,2442.0,49.0,5.0,12.0,8.0,1.0,1683.0,1962.0,19.0,10.0,28.0,11.0,1
0,0.0,-588.0,-1403.0,-41.0,2.0,4.0,1.0,1.0,0.0,0.0,-140.0,-187.0,-37.0,6.0,12.0,4.0,-1390.0,-2442.0,-49.0,8.0,15.0,5.0,0.0,-1683.0,-1962.0,-19.0,11.0,23.0,10.0,0
1,1.0,1534.0,169.0,22.0,5.0,7.0,3.0,1.0,1.0,1.0,2064.0,1022.0,30.0,6.0,9.0,4.0,570.0,-316.0,36.0,8.0,17.0,9.0,1.0,2107.0,2713.0,80.0,9.0,19.0,10.0,0
0,0.0,-1534.0,-169.0,-22.0,3.0,2.0,5.0,0.0,0.0,0.0,-2064.0,-1022.0,-30.0,4.0,4.0,6.0,-570.0,316.0,-36.0,9.0,21.0,8.0,0.0,-2107.0,-2713.0,-80.0,10.0,24.0,9.0,1
1,0.0,-633.0,-543.0,-17.0,3.0,4.0,3.0,0.0,0.0,0.0,-3506.0,-2868.0,-42.0,4.0,6.0,8.0,-5227.0,-5327.0,-69.0,4.0,6.0,9.0,0.0,-6077.0,-5684.0,-62.0,7.0,17.0,12.0,0
0,1.0,633.0,543.0,17.0,3.0,5.0,3.0,1.0,1.0,1.0,3506.0,2868.0,42.0,8.0,18.0,4.0,5227.0,5327.0,69.0,9.0,20.0,4.0,1.0,6077.0,5684.0,62.0,12.0,31.0,7.0,1
1,1.0,191.0,279.0,5.0,4.0,5.0,4.0,1.0,0.0,0.0,-2207.0,-1337.0,16.0,8.0,18.0,10.0,-796.0,220.0,13.0,13.0,27.0,12.0,0.0,-3856.0,-2696.0,16.0,16.0,38.0,19.0,0
0,0.0,-191.0,-279.0,-5.0,4.0,5.0,4.0,0.0,1.0,1.0,2207.0,1337.0,-16.0,10.0,20.0,8.0,796.0,-220.0,-13.0,12.0,20.0,13.0,1.0,3856.0,2696.0,-16.0,19.0,32.0,16.0,1
1,1.0,-165.0,211.0,3.0,7.0,15.0,9.0,0.0,1.0,1.0,3254.0,1730.0,-14.0,18.0,40.0,12.0,2035.0,1709.0,-14.0,21.0,42.0,16.0,0.0,4341.0,9172.0,-4.0,30.0,58.0,19.0,1
0,0.0,165.0,-211.0,-3.0,9.0,14.0,7.0,1.0,0.0,0.0,-3254.0,-1730.0,14.0,12.0,21.0,18.0,-2035.0,-1709.0,14.0,16.0,28.0,21.0,0.0,-4341.0,-9172.0,4.0,19.0,35.0,30.0,0
1,0.0,-2893.0,-773.0,-34.0,2.0,2.0,5.0,1.0,0.0,0.0,-4456.0,32.0,-13.0,3.0,4.0,7.0,-4145.0,172.0,-17.0,7.0,18.0,8.0,0.0,-5091.0,-626.0,-20.0,8.0,22.0,10.0,0
0,1.0,2893.0,773.0,34.0,5.0,7.0,2.0,0.0,1.0,1.0,4456.0,-32.0,13.0,7.0,12.0,3.0,4145.0,-172.0,17.0,8.0,15.0,7.0,1.0,5091.0,626.0,20.0,10.0,20.0,8.0,1
1,0.0,-100.0,696.0,-8.0,1.0,1.0,1.0,0.0,1.0,0.0,-33.0,416.0,-19.0,3.0,6.0,2.0,1878.0,3066.0,8.0,5.0,6.0,3.0,1.0,1980.0,2948.0,8.0,8.0,13.0,5.0,1
0,1.0,100.0,-696.0,8.0,1.0,2.0,1.0,1.0,0.0,1.0,33.0,-416.0,19.0,2.0,4.0,3.0,-1878.0,-3066.0,-8.0,3.0,4.0,5.0,0.0,-1980.0,-2948.0,-8.0,5.0,11.0,8.0,0
1,1.0,-1652.0,-1588.0,-33.0,2.0,4.0,3.0,1.0,1.0,0.0,-2825.0,-1422.0,-25.0,4.0,10.0,8.0,-1000.0,859.0,-19.0,7.0,18.0,9.0,0.0,-3137.0,10.0,-38.0,11.0,28.0,14.0,0
0,0.0,1652.0,1588.0,33.0,3.0,6.0,2.0,0.0,0.0,1.0,2825.0,1422.0,25.0,8.0,21.0,4.0,1000.0,-859.0,19.0,9.0,25.0,7.0,0.0,3137.0,-10.0,38.0,14.0,40.0,11.0,1
1,1.0,-1337.0,-790.0,-23.0,1.0,2.0,2.0,1.0,1.0,0.0,-2716.0,-1135.0,-16.0,2.0,3.0,4.0,-2368.0,-2413.0,-23.0,4.0,5.0,7.0,0.0,-879.0,1696.0,-29.0,7.0,16.0,7.0,0
0,0.0,1337.0,790.0,23.0,2.0,4.0,1.0,0.0,0.0,1.0,2716.0,1135.0,16.0,4.0,7.0,2.0,2368.0,2413.0,23.0,7.0,14.0,4.0,0.0,879.0,-1696.0,29.0,7.0,14.0,7.0,1
1,1.0,119.0,-338.0,-30.0,2.0,5.0,1.0,0.0,1.0,0.0,1672.0,1110.0,-19.0,6.0,15.0,3.0,816.0,-440.0,-29.0,6.0,15.0,5.0,1.0,-1385.0,-1261.0,-12.0,8.0,21.0,11.0,1
0,0.0,-119.0,338.0,30.0,1.0,2.0,2.0,1.0,0.0,1.0,-1672.0,-1110.0,19.0,3.0,6.0,6.0,-816.0,440.0,29.0,5.0,10.0,6.0,0.0,1385.0,1261.0,12.0,11.0,28.0,8.0,0
1,0.0,-59.0,-10.0,-30.0,3.0,4.0,2.0,1.0,0.0,0.0,-1601.0,-879.0,-47.0,5.0,9.0,7.0,-8248.0,-7411.0,-87.0,5.0,9.0,16.0,0.0,,,,,,,0
0,1.0,59.0,10.0,30.0,2.0,0.0,3.0,0.0,1.0,1.0,1601.0,879.0,47.0,7.0,10.0,5.0,8248.0,7411.0,87.0,16.0,32.0,5.0,0.0,,,,,,,1
1,0.0,-1057.0,-1823.0,-35.0,2.0,4.0,3.0,0.0,1.0,0.0,-1180.0,-2159.0,-40.0,3.0,6.0,4.0,-2933.0,-2738.0,-47.0,5.0,9.0,8.0,0.0,-3370.0,-3470.0,-57.0,5.0,9.0,8.0,0
0,1.0,1057.0,1823.0,35.0,2.0,1.0,2.0,1.0,0.0,1.0,1180.0,2159.0,40.0,3.0,3.0,3.0,2933.0,2738.0,47.0,7.0,8.0,5.0,1.0,3370.0,3470.0,57.0,7.0,8.0,5.0,1
1,0.0,-1121.0,-685.0,-20.0,1.0,1.0,2.0,0.0,0.0,0.0,-7435.0,-5661.0,-68.0,1.0,1.0,11.0,-9251.0,-6561.0,-99.0,1.0,1.0,11.0,0.0,-16346.0,-11732.0,-126.0,1.0,1.0,18.0,0
0,1.0,1121.0,685.0,20.0,2.0,1.0,1.0,1.0,1.0,1.0,7435.0,5661.0,68.0,11.0,17.0,1.0,9251.0,6561.0,99.0,11.0,17.0,1.0,0.0,16346.0,11732.0,126.0,18.0,38.0,1.0,1
1,1.0,131.0,-961.0,-19.0,1.0,1.0,1.0,0.0,0.0,0.0,-381.0,-845.0,-20.0,2.0,1.0,2.0,-1880.0,-3462.0,-40.0,3.0,4.0,3.0,0.0,336.0,-499.0,-28.0,6.0,10.0,6.0,0
0,0.0,-131.0,961.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,381.0,845.0,20.0,2.0,1.0,2.0,1880.0,3462.0,40.0,3.0,3.0,3.0,1.0,-336.0,499.0,28.0,6.0,9.0,6.0,1
1,1.0,1123.0,2088.0,55.0,5.0,7.0,4.0,0.0,1.0,1.0,3214.0,3361.0,64.0,12.0,25.0,7.0,6271.0,4115.0,58.0,16.0,37.0,7.0,1.0,3698.0,1715.0,61.0,21.0,48.0,11.0,1
0,0.0,-1123.0,-2088.0,-55.0,4.0,9.0,5.0,1.0,0.0,0.0,-3214.0,-3361.0,-64.0,7.0,18.0,12.0,-6271.0,-4115.0,-58.0,7.0,18.0,16.0,0.0,-3698.0,-1715.0,-61.0,11.0,25.0,21.0,0
1,0.0,-1246.0,40.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,468.0,1945.0,9.0,11.0,16.0,10.0,-478.0,4377.0,14.0,14.0,21.0,13.0,1.0,2930.0,11031.0,29.0,18.0,31.0,14.0,1
0,1.0,1246.0,-40.0,-3.0,4.0,6.0,2.0,0.0,0.0,0.0,-468.0,-1945.0,-9.0,10.0,14.0,11.0,478.0,-4377.0,-14.0,13.0,22.0,14.0,0.0,-2930.0,-11031.0,-29.0,14.0,24.0,18.0,0
1,1.0,182.0,263.0,-13.0,7.0,5.0,4.0,1.0,1.0,0.0,-2541.0,-296.0,-10.0,10.0,10.0,8.0,-1593.0,981.0,-27.0,13.0,16.0,9.0,1.0,-3076.0,627.0,-44.0,18.0,28.0,13.0,1
0,0.0,-182.0,-263.0,13.0,4.0,6.0,7.0,0.0,0.0,1.0,2541.0,296.0,10.0,8.0,14.0,10.0,1593.0,-981.0,27.0,9.0,16.0,13.0,0.0,3076.0,-627.0,44.0,13.0,25.0,18.0,0
1,0.0,-1009.0,-507.0,3.0,3.0,4.0,6.0,1.0,0.0,1.0,-1711.0,-2113.0,-2.0,4.0,6.0,8.0,-2497.0,-958.0,27.0,5.0,9.0,11.0,0.0,-2521.0,-1364.0,9.0,5.0,9.0,11.0,1
0,1.0,1009.0,507.0,-3.0,6.0,14.0,3.0,0.0,1.0,0.0,1711.0,2113.0,2.0,8.0,17.0,4.0,2497.0,958.0,-27.0,11.0,26.0,5.0,1.0,2521.0,1364.0,-9.0,11.0,26.0,5.0,0
1,0.0,-2001.0,-1438.0,-3.0,0.0,0.0,4.0,0.0,0.0,0.0,-3357.0,-1759.0,-16.0,3.0,4.0,7.0,-4627.0,-4301.0,-23.0,7.0,12.0,16.0,0.0,-7623.0,-8332.0,-43.0,10.0,17.0,23.0,0
0,1.0,2001.0,1438.0,3.0,4.0,8.0,0.0,1.0,1.0,1.0,3357.0,1759.0,16.0,7.0,14.0,3.0,4627.0,4301.0,23.0,16.0,32.0,7.0,1.0,7623.0,8332.0,43.0,23.0,49.0,10.0,1
1,0.0,-503.0,299.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,-3111.0,-2086.0,-17.0,0.0,0.0,7.0,-3832.0,-3718.0,-51.0,2.0,4.0,9.0,0.0,-4120.0,-4854.0,-81.0,4.0,9.0,11.0,0
0,1.0,503.0,-299.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,3111.0,2086.0,17.0,7.0,14.0,0.0,3832.0,3718.0,51.0,9.0,20.0,2.0,1.0,4120.0,4854.0,81.0,11.0,25.0,4.0,1
1,0.0,-1144.0,-307.0,-64.0,0.0,0.0,0.0,1.0,1.0,0.0,846.0,1612.0,-81.0,7.0,18.0,1.0,866.0,2548.0,-73.0,11.0,28.0,3.0,1.0,1674.0,4460.0,-99.0,16.0,40.0,5.0,1
0,1.0,1144.0,307.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,-846.0,-1612.0,81.0,1.0,4.0,7.0,-866.0,-2548.0,73.0,3.0,9.0,11.0,0.0,-1674.0,-4460.0,99.0,5.0,14.0,16.0,0
1,0.0,-598.0,-628.0,-15.0,1.0,2.0,2.0,1.0,0.0,0.0,-1558.0,-60.0,-25.0,5.0,7.0,5.0,-1709.0,719.0,-13.0,5.0,7.0,7.0,1.0,-2922.0,-265.0,-14.0,7.0,15.0,8.0,0
0,1.0,598.0,628.0,15.0,2.0,2.0,1.0,0.0,1.0,1.0,1558.0,60.0,25.0,5.0,8.0,5.0,1709.0,-719.0,13.0,7.0,12.0,5.0,0.0,2922.0,265.0,14.0,8.0,13.0,7.0,1
1,1.0,1275.0,302.0,-20.0,6.0,11.0,2.0,1.0,1.0,1.0,2111.0,625.0,-22.0,8.0,15.0,3.0,2730.0,1734.0,-16.0,11.0,18.0,6.0,0.0,7823.0,5854.0,-58.0,20.0,40.0,6.0,1
0,0.0,-1275.0,-302.0,20.0,2.0,3.0,6.0,0.0,0.0,0.0,-2111.0,-625.0,22.0,3.0,5.0,8.0,-2730.0,-1734.0,16.0,6.0,13.0,11.0,1.0,-7823.0,-5854.0,58.0,6.0,13.0,20.0,0
1,0.0,840.0,1097.0,25.0,2.0,4.0,2.0,0.0,0.0,1.0,2654.0,2035.0,42.0,7.0,23.0,4.0,3235.0,2178.0,60.0,8.0,25.0,5.0,0.0,3139.0,3400.0,81.0,8.0,25.0,5.0,1
0,1.0,-840.0,-1097.0,-25.0,2.0,5.0,2.0,1.0,1.0,0.0,-2654.0,-2035.0,-42.0,4.0,8.0,7.0,-3235.0,-2178.0,-60.0,5.0,10.0,8.0,1.0,-3139.0,-3400.0,-81.0,5.0,10.0,8.0,0
1,1.0,-482.0,-1554.0,-30.0,2.0,3.0,1.0,0.0,0.0,0.0,-3072.0,-2697.0,-23.0,2.0,3.0,4.0,-7163.0,-7834.0,-93.0,2.0,3.0,9.0,0.0,-11302.0,-10901.0,-131.0,2.0,3.0,12.0,0
0,0.0,482.0,1554.0,30.0,1.0,1.0,2.0,1.0,1.0,1.0,3072.0,2697.0,23.0,4.0,11.0,2.0,7163.0,7834.0,93.0,9.0,17.0,2.0,0.0,11302.0,10901.0,131.0,12.0,26.0,2.0,1
1,0.0,851.0,1293.0,49.0,5.0,5.0,5.0,0.0,1.0,1.0,5094.0,1833.0,96.0,14.0,20.0,8.0,8402.0,5498.0,113.0,20.0,27.0,9.0,0.0,12977.0,7098.0,100.0,26.0,46.0,9.0,1
0,1.0,-851.0,-1293.0,-49.0,5.0,9.0,5.0,1.0,0.0,0.0,-5094.0,-1833.0,-96.0,8.0,12.0,14.0,-8402.0,-5498.0,-113.0,9.0,14.0,20.0,0.0,-12977.0,-7098.0,-100.0,9.0,14.0,26.0,0
1,1.0,1087.0,222.0,-1.0,2.0,6.0,0.0,1.0,1.0,1.0,388.0,742.0,-2.0,4.0,10.0,2.0,652.0,3539.0,1.0,7.0,16.0,3.0,0.0,366.0,1731.0,-7.0,10.0,21.0,5.0,0
0,0.0,-1087.0,-222.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,-388.0,-742.0,2.0,2.0,6.0,4.0,-652.0,-3539.0,-1.0,3.0,7.0,7.0,1.0,-366.0,-1731.0,7.0,5.0,13.0,10.0,1
1,0.0,-2000.0,-1492.0,-26.0,6.0,4.0,8.0,0.0,0.0,0.0,-3418.0,-2857.0,-50.0,11.0,14.0,12.0,-8062.0,-8947.0,-78.0,11.0,14.0,16.0,0.0,-7614.0,-5873.0,-42.0,15.0,25.0,21.0,0
0,1.0,2000.0,1492.0,26.0,8.0,16.0,6.0,1.0,1.0,1.0,3418.0,2857.0,50.0,12.0,18.0,12.0,8062.0,8947.0,78.0,16.0,31.0,12.0,0.0,7614.0,5873.0,42.0,21.0,41.0,16.0,1
1,0.0,-822.0,-1431.0,-28.0,2.0,4.0,3.0,0.0,1.0,1.0,-1447.0,-2122.0,-52.0,3.0,5.0,6.0,-3935.0,-3607.0,-48.0,4.0,7.0,11.0,0.0,-200.0,1089.0,-31.0,11.0,16.0,15.0,0
0,1.0,822.0,1431.0,28.0,3.0,3.0,2.0,1.0,0.0,0.0,1447.0,2122.0,52.0,6.0,4.0,3.0,3935.0,3607.0,48.0,11.0,13.0,4.0,1.0,200.0,-1089.0,31.0,15.0,22.0,11.0,1
1,0.0,-2349.0,-1113.0,-29.0,1.0,0.0,4.0,0.0,0.0,0.0,-3905.0,-2763.0,-36.0,2.0,2.0,6.0,-5383.0,-2268.0,-19.0,2.0,2.0,8.0,0.0,-7705.0,-3654.0,-23.0,3.0,4.0,12.0,0
0,1.0,2349.0,1113.0,29.0,4.0,6.0,1.0,1.0,1.0,1.0,3905.0,2763.0,36.0,6.0,8.0,2.0,5383.0,2268.0,19.0,8.0,10.0,2.0,1.0,7705.0,3654.0,23.0,12.0,24.0,3.0,1
1,0.0,283.0,1522.0,29.0,1.0,0.0,1.0,1.0,1.0,1.0,1624.0,2136.0,37.0,3.0,4.0,1.0,2269.0,1495.0,29.0,7.0,13.0,4.0,0.0,7493.0,7180.0,86.0,13.0,29.0,4.0,1
0,1.0,-283.0,-1522.0,-29.0,1.0,3.0,1.0,0.0,0.0,0.0,-1624.0,-2136.0,-37.0,1.0,3.0,3.0,-2269.0,-1495.0,-29.0,4.0,9.0,7.0,1.0,-7493.0,-7180.0,-86.0,4.0,9.0,13.0,0
1,1.0,-533.0,-1110.0,-10.0,1.0,2.0,2.0,0.0,1.0,0.0,-1549.0,-1330.0,-7.0,3.0,9.0,6.0,-4144.0,-2104.0,-2.0,3.0,9.0,9.0,0.0,-6736.0,-5846.0,-8.0,5.0,15.0,16.0,0
0,0.0,533.0,1110.0,10.0,2.0,1.0,1.0,1.0,0.0,1.0,1549.0,1330.0,7.0,6.0,12.0,3.0,4144.0,2104.0,2.0,9.0,18.0,3.0,1.0,6736.0,5846.0,8.0,16.0,39.0,5.0,1
1,0.0,-1202.0,663.0,24.0,0.0,0.0,3.0,1.0,1.0,0.0,-1501.0,1367.0,16.0,4.0,6.0,6.0,218.0,1873.0,35.0,8.0,16.0,9.0,0.0,-1507.0,-634.0,26.0,8.0,16.0,11.0,1
0,1.0,1202.0,-663.0,-24.0,3.0,3.0,0.0,0.0,0.0,1.0,1501.0,-1367.0,-16.0,6.0,12.0,4.0,-218.0,-1873.0,-35.0,9.0,18.0,8.0,1.0,1507.0,634.0,-26.0,11.0,26.0,8.0,0
1,1.0,3509.0,2502.0,43.0,5.0,8.0,1.0,1.0,1.0,1.0,5133.0,2494.0,59.0,6.0,9.0,3.0,7437.0,4170.0,56.0,7.0,11.0,4.0,1.0,6600.0,4127.0,66.0,8.0,15.0,6.0,1
0,0.0,-3509.0,-2502.0,-43.0,0.0,0.0,6.0,0.0,0.0,0.0,-5133.0,-2494.0,-59.0,2.0,4.0,7.0,-7437.0,-4170.0,-56.0,3.0,6.0,8.0,0.0,-6600.0,-4127.0,-66.0,5.0,14.0,9.0,0
1,0.0,1025.0,873.0,3.0,3.0,7.0,1.0,0.0,1.0,0.0,-1832.0,-2367.0,-22.0,8.0,16.0,10.0,-4986.0,-2776.0,-25.0,9.0,17.0,14.0,0.0,-10335.0,-7430.0,-63.0,9.0,17.0,20.0,0
0,1.0,-1025.0,-873.0,-3.0,1.0,1.0,3.0,1.0,0.0,1.0,1832.0,2367.0,22.0,10.0,15.0,8.0,4986.0,2776.0,25.0,14.0,22.0,9.0,1.0,10335.0,7430.0,63.0,20.0,32.0,9.0,1
1,1.0,-885.0,-372.0,-16.0,3.0,6.0,6.0,0.0,0.0,1.0,-386.0,58.0,-25.0,7.0,14.0,11.0,-310.0,-199.0,-25.0,8.0,17.0,12.0,1.0,1800.0,1690.0,-16.0,11.0,27.0,14.0,1
0,0.0,885.0,372.0,16.0,6.0,5.0,3.0,1.0,1.0,0.0,386.0,-58.0,25.0,11.0,12.0,7.0,310.0,199.0,25.0,12.0,12.0,8.0,0.0,-1800.0,-1690.0,16.0,14.0,16.0,11.0,0
1,0.0,-1849.0,-1199.0,-4.0,0.0,0.0,4.0,1.0,1.0,0.0,-2891.0,-2676.0,-17.0,4.0,10.0,9.0,-230.0,-1594.0,-9.0,8.0,20.0,10.0,0.0,-335.0,-2182.0,-13.0,8.0,20.0,10.0,0
0,1.0,1849.0,1199.0,4.0,4.0,8.0,0.0,0.0,0.0,1.0,2891.0,2676.0,17.0,9.0,21.0,4.0,230.0,1594.0,9.0,10.0,24.0,8.0,1.0,335.0,2182.0,13.0,10.0,24.0,8.0,1
1,0.0,-974.0,-819.0,-16.0,1.0,2.0,3.0,0.0,0.0,0.0,-664.0,-156.0,-1.0,2.0,5.0,4.0,910.0,68.0,-1.0,4.0,12.0,5.0,1.0,1792.0,4364.0,7.0,7.0,20.0,5.0,1
0,1.0,974.0,819.0,16.0,3.0,3.0,1.0,1.0,1.0,1.0,664.0,156.0,1.0,4.0,6.0,2.0,-910.0,-68.0,1.0,5.0,9.0,4.0,0.0,-1792.0,-4364.0,-7.0,5.0,9.0,7.0,0
1,1.0,599.0,-428.0,-38.0,4.0,6.0,0.0,1.0,1.0,0.0,-755.0,-602.0,-64.0,6.0,8.0,2.0,-2868.0,-1392.0,-76.0,7.0,12.0,6.0,0.0,-4980.0,-4440.0,-94.0,7.0,12.0,8.0,0
0,0.0,-599.0,428.0,38.0,0.0,0.0,4.0,0.0,0.0,1.0,755.0,602.0,64.0,2.0,4.0,6.0,2868.0,1392.0,76.0,6.0,13.0,7.0,1.0,4980.0,4440.0,94.0,8.0,19.0,7.0,1
1,1.0,1162.0,804.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,-1372.0,-791.0,-9.0,2.0,2.0,3.0,770.0,468.0,0.0,4.0,9.0,3.0,0.0,-129.0,254.0,-20.0,4.0,9.0,3.0,1
0,0.0,-1162.0,-804.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,1372.0,791.0,9.0,3.0,5.0,2.0,-770.0,-468.0,0.0,3.0,5.0,4.0,0.0,129.0,-254.0,20.0,3.0,5.0,4.0,0
1,1.0,1739.0,82.0,-4.0,4.0,7.0,0.0,0.0,0.0,1.0,334.0,-1957.0,-25.0,4.0,7.0,3.0,-3945.0,-8984.0,-78.0,4.0,7.0,10.0,0.0,-7835.0,-9152.0,-60.0,8.0,21.0,18.0,0
0,0.0,-1739.0,-82.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,-334.0,1957.0,25.0,3.0,6.0,4.0,3945.0,8984.0,78.0,10.0,28.0,4.0,0.0,7835.0,9152.0,60.0,18.0,50.0,8.0,1
1,0.0,468.0,1920.0,26.0,2.0,0.0,2.0,0.0,0.0,1.0,-915.0,-1017.0,-6.0,4.0,5.0,6.0,-690.0,-1316.0,11.0,5.0,9.0,7.0,1.0,2829.0,1175.0,1.0,9.0,21.0,7.0,1
0,1.0,-468.0,-1920.0,-26.0,2.0,3.0,2.0,1.0,1.0,0.0,915.0,1017.0,6.0,6.0,10.0,4.0,690.0,1316.0,-11.0,7.0,13.0,5.0,0.0,-2829.0,-1175.0,-1.0,7.0,13.0,9.0,0
1,0.0,-501.0,-511.0,10.0,1.0,2.0,3.0,0.0,1.0,1.0,1498.0,794.0,1.0,5.0,8.0,4.0,2725.0,2813.0,1.0,8.0,15.0,5.0,1.0,-737.0,-2267.0,-9.0,9.0,17.0,11.0,0
0,1.0,501.0,511.0,-10.0,3.0,4.0,1.0,1.0,0.0,0.0,-1498.0,-794.0,-1.0,4.0,5.0,5.0,-2725.0,-2813.0,-1.0,5.0,7.0,8.0,0.0,737.0,2267.0,9.0,11.0,24.0,9.0,1
1,1.0,1258.0,33.0,-13.0,2.0,4.0,0.0,0.0,1.0,0.0,2101.0,1625.0,-9.0,7.0,12.0,2.0,3573.0,-76.0,-19.0,7.0,12.0,3.0,1.0,8421.0,4728.0,-5.0,12.0,28.0,3.0,1
0,0.0,-1258.0,-33.0,13.0,0.0,0.0,2.0,1.0,0.0,1.0,-2101.0,-1625.0,9.0,2.0,5.0,7.0,-3573.0,76.0,19.0,3.0,8.0,7.0,0.0,-8421.0,-4728.0,5.0,3.0,8.0,12.0,0
1,1.0,1974.0,2002.0,82.0,4.0,9.0,5.0,0.0,1.0,1.0,6550.0,4560.0,128.0,10.0,16.0,6.0,7173.0,4711.0,147.0,10.0,16.0,8.0,0.0,,,,,,,1
0,0.0,-1974.0,-2002.0,-82.0,5.0,4.0,4.0,1.0,0.0,0.0,-6550.0,-4560.0,-128.0,6.0,6.0,10.0,-7173.0,-4711.0,-147.0,8.0,12.0,10.0,0.0,,,,,,,0
1,1.0,873.0,1388.0,43.0,0.0,0.0,0.0,1.0,1.0,1.0,1086.0,2233.0,62.0,2.0,1.0,3.0,2706.0,1477.0,58.0,5.0,12.0,6.0,1.0,1675.0,1483.0,61.0,6.0,15.0,9.0,1
0,0.0,-873.0,-1388.0,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,-1086.0,-2233.0,-62.0,3.0,5.0,2.0,-2706.0,-1477.0,-58.0,6.0,14.0,5.0,0.0,-1675.0,-1483.0,-61.0,9.0,21.0,6.0,0
1,1.0,509.0,1213.0,34.0,3.0,3.0,4.0,0.0,1.0,1.0,2192.0,1268.0,19.0,4.0,4.0,4.0,2605.0,2116.0,13.0,6.0,11.0,8.0,1.0,3535.0,3861.0,4.0,10.0,25.0,10.0,1
0,0.0,-509.0,-1213.0,-34.0,4.0,3.0,3.0,1.0,0.0,0.0,-2192.0,-1268.0,-19.0,4.0,3.0,4.0,-2605.0,-2116.0,-13.0,8.0,18.0,6.0,0.0,-3535.0,-3861.0,-4.0,10.0,23.0,10.0,0
1,0.0,1903.0,1275.0,43.0,4.0,7.0,3.0,0.0,1.0,1.0,4425.0,4454.0,94.0,9.0,12.0,5.0,9864.0,8420.0,129.0,18.0,44.0,7.0,0.0,,,,,,,1
